gene_id,gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj,log2FoldChange_MLE,lfcSE_MLE
ENSG00000184307.13,ZDHHC23,447.015426000314,-0.47726026330928195,0.040097323165385154,9.519718788428103e-34,6.579888593690565e-31,-0.4817036454040091,0.03978220914521944
ENSG00000149054.14,ZNF215,38.63177013527367,-0.42045871261169027,0.03536443853001347,2.224473324371251e-33,1.4826114706934387e-30,-0.4246869322386984,0.03527682532134191
ENSG00000183196.8,CHST6,464.91418240045465,0.5995508548243138,0.050677542983884535,3.663405032796503e-33,2.3574643007602876e-30,0.6072113763049891,0.050611634699431786
ENSG00000111328.6,CDK2AP1,572.8595048875065,0.44305033254657705,0.03743332885912439,4.656826674202118e-33,2.8968566464653312e-30,0.44397117759091675,0.03706683042858329
ENSG00000140575.12,IQGAP1,1362.9218989719227,0.3765524585328542,0.03186532001546179,6.065211968524333e-33,3.651257605051648e-30,0.38079709622598545,0.03185078846268348
ENSG00000111602.11,TIMELESS,100.2650866097754,0.37942460841893155,0.032768890637661384,8.580806624012932e-33,5.004219163041542e-30,0.38943446990233854,0.03265204743773474
ENSG00000138755.5,CXCL9,6.218822378554747,2.3297539927440267,0.19991549340723444,9.348354846600887e-33,5.2866363074929014e-30,2.3586668236684423,0.19788029295025192
ENSG00000132688.10,NES,763.3695148181762,0.5261659340263244,0.04509765764360908,1.1601593885711621e-32,6.185969859861437e-30,0.531757517224695,0.04467927253159203
ENSG00000070778.12,PTPN21,323.61548899919006,0.32881045738895404,0.02793713149276296,1.1318124462087995e-32,6.185969859861437e-30,0.3318225355253939,0.02787552315369865
ENSG00000086717.18,PPEF1,62.06847229112194,-0.7040564396048526,0.06089534546034365,1.2339043109452727e-32,6.3964228474613e-30,-0.7142568828904725,0.06003915998445718
ENSG00000128849.10,CGNL1,886.5395535535125,0.5860149387948962,0.050764032486606214,2.5171233383020457e-32,1.2695825875511562e-29,0.5938365498138326,0.050168434776894116
ENSG00000153179.11,RASSF3,175.5744162120045,0.43498656754062065,0.03768339814616369,3.579281676047048e-32,1.757804069431316e-29,0.4407544644148215,0.03732902345656367
ENSG00000152518.6,ZFP36L2,553.9723366436631,0.5718025182918133,0.04966795106505986,4.1596555388723585e-32,1.9904485042675886e-29,0.5790256034614004,0.04909225743598001
ENSG00000165899.10,OTOGL,193.77824602742538,-0.5728948778371198,0.049151723634552655,4.701428608647752e-32,2.1934515173646087e-29,-0.5734429440513945,0.04866147975240846
ENSG00000104112.8,SCG3,2872.902312225167,-0.3294157020970939,0.028541941475033264,5.527369959934444e-32,2.5158970290804047e-29,-0.33310346533826324,0.0282994115019779
ENSG00000115598.9,IL1RL2,31.82882687832132,-0.5110342579222347,0.044377421102449084,6.475881293373827e-32,2.87744992135577e-29,-0.5198633164220864,0.04421614828170596
ENSG00000183963.18,SMTN,492.2457136402378,0.7572309431843998,0.06638518832300766,7.188630811473141e-32,3.1198657721793433e-29,0.7679712151765318,0.06536761548627124
ENSG00000105559.11,PLEKHA4,84.12811786387407,0.7229991769511553,0.06355693546729116,1.1100448542332525e-31,4.70810387947749e-29,0.7369678686763977,0.06292567294415226
ENSG00000205835.8,GMNC,12.802282677282339,0.8759758242795614,0.07609558467861888,1.5618773786916996e-31,6.341881053949515e-29,0.8902880455482844,0.07620544712989037
ENSG00000105655.18,ISYNA1,357.66141536862483,0.5912176763364648,0.05202491791125691,1.5632114911674937e-31,6.341881053949515e-29,0.5993787263867293,0.05130497680842849
ENSG00000050426.15,LETMD1,779.359302214472,-0.22380066484513328,0.019401010749832432,1.8779561072238429e-31,7.456684441066247e-29,-0.22572427633297326,0.01934713827472426
ENSG00000175287.18,PHYHD1,329.77583401152083,0.6293780934206767,0.055188582525685134,2.4770083372603513e-31,9.630401997906808e-29,0.639542349213754,0.05492708312296931
ENSG00000184371.13,CSF1,362.4751106517584,0.6374765894427685,0.05643282746815709,2.698347952910722e-31,1.0276850917799979e-28,0.6490765980434676,0.055780904010511306
ENSG00000115267.5,IFIH1,116.94234015149243,0.4428800392290875,0.038940637644053436,3.446887073795677e-31,1.2865161314234984e-28,0.44796392806095575,0.03856680399490634
ENSG00000037280.15,FLT4,92.40070707104475,0.6754306192755379,0.06056785554459246,3.6649299363737745e-31,1.3410769112275958e-28,0.6884574874072442,0.059298517774441895
ENSG00000165406.15,MARCH8,606.954438174802,0.27690620588908077,0.023690510240302266,4.125113977762048e-31,1.4804399433268335e-28,0.274295137993286,0.023646315863718112
ENSG00000145358.6,DDIT4L,147.82193843504126,0.6371703893469096,0.05575095095553626,4.506822460722072e-31,1.5869117124904775e-28,0.6421077283481416,0.05539072074182645
ENSG00000177917.10,ARL6IP6,174.31242848674543,0.37184785427516553,0.03274151905567225,8.072869000501052e-31,2.7782854258745016e-28,0.375159198466746,0.032502959308658166
ENSG00000158186.12,MRAS,3260.734399010546,0.3323981464433916,0.02927991562420257,8.188066575023984e-31,2.7782854258745016e-28,0.3362353070562478,0.029133755719683695
ENSG00000054654.15,SYNE2,1059.188450268149,0.4365214471613334,0.03852731903579754,8.560941637290091e-31,2.8529338006269228e-28,0.4421536668581895,0.03832397702238892
ENSG00000150457.8,LATS2,118.18417073774857,0.5437296093133509,0.0486213328601088,1.2863457136302868e-30,4.211541001362879e-28,0.5537540926759736,0.04814343011742946
ENSG00000135111.14,TBX3,113.76993145942399,0.7172072412532844,0.06465480055050664,1.5748786285743793e-30,5.06730775283708e-28,0.728305920620895,0.06341533986156783
ENSG00000196739.14,COL27A1,342.38542737891106,0.6300504832823938,0.055782151903541514,1.6266894273376643e-30,5.145301371690762e-28,0.6387269837841731,0.05562903953856731
ENSG00000151702.16,FLI1,174.0880750619136,0.5080081792655363,0.04574582282528952,1.736843921935576e-30,5.40216354519362e-28,0.5219544361722146,0.04548133908463971
ENSG00000174059.16,CD34,351.50299301709936,0.6947445760513695,0.062442543881814215,2.174622006093977e-30,6.575833712317403e-28,0.70076912393429025,0.06116635128096286
ENSG00000166265.11,CYYR1,109.90291691461728,0.5805763392124301,0.05213755536814428,2.1846623628961472e-30,6.575833712317403e-28,0.5915720386596517,0.051636926293368045
ENSG00000117280.12,RAB29,390.2948862468904,0.36227522611266993,0.03215626056067361,2.375566992693726e-30,7.036957336134971e-28,0.3675823743436648,0.032105743915530685
ENSG00000108828.15,VAT1,673.7193941053727,0.30710319826217874,0.027110785600855843,2.415473843638606e-30,7.043370760934948e-28,0.3098724060294431,0.027068597401438618
ENSG00000128564.6,VGF,919.5182659475965,-0.9816448612962658,0.08715401356029086,2.4785121429445418e-30,7.115999017174007e-28,-0.9842971921086688,0.08599908924099152
ENSG00000138434.16,SSFA2,2766.732694990938,0.31380028539989346,0.02775774485715459,2.5240552080159127e-30,7.13695731696863e-28,0.3173494248017444,0.027730981721542633
ENSG00000124942.13,AHNAK,10570.550302271706,0.5541137860164986,0.049453526373498355,3.1926590663014866e-30,8.892746790346023e-28,0.5618831521550834,0.04918677556281907
ENSG00000100227.17,POLDIP3,957.5525485300118,0.27994587723410286,0.024805974395859135,3.367082557964038e-30,9.240660984812483e-28,0.28292102242018247,0.024776692629861655
ENSG00000168918.13,INPP5D,371.0294610751547,0.5018374015303935,0.04473769147608465,4.853632680376821e-30,1.3127317837853945e-27,0.5083468674352601,0.04464270188130007
ENSG00000186522.14,SEPT10,310.0744937787286,0.4249026396875331,0.03807487789275322,6.0317523800386204e-30,1.6080651845182963e-27,0.43041279241698843,0.03786160779069052
ENSG00000135678.11,CPM,431.08818865857575,0.5096629820918126,0.045480874477573596,6.937791096716129e-30,1.823564189393189e-27,0.5148668327396885,0.04533942783964465
ENSG00000131386.17,GALNT15,1113.3802745635587,0.5319462704837942,0.04714665524112247,7.305564218892372e-30,1.8935616590690203e-27,0.5354718000825871,0.04717266688238633
ENSG00000163349.21,HIPK1,2242.506319021929,0.24170582550606692,0.021543685587094283,7.690615230300609e-30,1.9660583757242462e-27,0.24405388788499557,0.021508564840588006
ENSG00000134453.15,RBM17,999.1137673564076,0.24511216963540952,0.021890858768815497,8.594219452809269e-30,2.1673692355179267e-27,0.24752752582777496,0.0218334011714401
ENSG00000175426.10,PCSK1,856.9866667533452,-0.7714217990509713,0.07119318358690187,1.1809964086331981e-29,2.8999677602516767e-27,-0.783632081602077,0.06929127386526494
ENSG00000184481.16,FOXO4,1065.141360528376,0.5174805137130364,0.04645293022061656,1.1670324460902676e-29,2.8999677602516767e-27,0.5184895614356845,0.04584228736218591
ENSG00000177469.12,PTRF,749.7504074699426,0.5498816591233199,0.049385610955934925,1.343467215444077e-29,3.256075996703554e-27,0.5525182740418956,0.048904379012092936
ENSG00000213694.3,S1PR3,186.7161317712121,0.5295101391627857,0.04701699614557316,1.437632260404506e-29,3.439627338931909e-27,0.5307204239702401,0.04699977186804527
ENSG00000172935.8,MRGPRF,22.99224632396336,0.7520887367780077,0.06868486838458553,2.1262266148984254e-29,5.022739378130939e-27,0.7635306700205347,0.06782396488985272
ENSG00000120875.8,DUSP4,119.45539116547353,-0.7263164240937346,0.06591861511327539,2.217528082441597e-29,5.1729386343156355e-27,-0.7403714667699621,0.06578840792182358
ENSG00000187098.14,MITF,172.26866863609817,0.31412896927745737,0.028339691350326573,3.786904927427419e-29,8.724841945142037e-27,0.31615600825854717,0.028211730157600416
ENSG00000111961.16,SASH1,2646.408246345985,0.41378715912055847,0.037803636610462786,4.3991641178880865e-29,1.0011853752198472e-26,0.41940402976296937,0.03746931105223287
ENSG00000027075.13,PRKCH,169.53757078173817,0.4913239015184053,0.04510096965963298,4.9275896527319477e-29,1.1079358807142604e-26,0.5010004892654571,0.04479935342776032
ENSG00000159176.13,CSRP1,7935.841805399955,0.3961923457057231,0.03611116059850951,6.25853884328748e-29,1.3904387130170352e-26,0.4014607361278759,0.0359668184554581
ENSG00000156925.11,ZIC3,27.60429330537159,0.6573915185653816,0.06086641608206569,6.57990720641445e-29,1.4446379798365467e-26,0.6702224977924391,0.060069109769285575
ENSG00000164050.12,PLXNB1,3111.607427480411,0.49983490188988483,0.04584454527470426,6.905076844815396e-29,1.4984016753249408e-26,0.5070542300746957,0.045462532371111176
ENSG00000149451.17,ADAM33,268.3765703247891,0.6121929984269837,0.056434184586122774,7.282722948995175e-29,1.562185927289057e-26,0.62641544869929,0.056188338930017366
ENSG00000105137.12,SYDE1,121.45068022693498,0.6344977357978924,0.05886864535528277,7.666627905382484e-29,1.6258478405709991e-26,0.6443322259550651,0.0578191568431623
ENSG00000183943.5,PRKX,374.7222105435508,0.5103462210658096,0.04670806361360995,8.22724376188905e-29,1.7251328436446455e-26,0.5172085248031164,0.04643790050228496
ENSG00000134802.17,SLC43A3,46.05543524623172,0.507466866047818,0.04706490583548349,9.401027356195044e-29,1.9493552502367992e-26,0.5205494946870032,0.04678780523991399
ENSG00000169248.12,CXCL11,17.80302820006585,1.64670771510069,0.14963019293734234,1.0312416844873873e-28,2.114838716033365e-26,1.6731161824434855,0.15049395761112058
ENSG00000054598.6,FOXC1,143.90866720539864,0.6141037414436717,0.05631920618835221,1.536969478211128e-28,3.117709174171312e-26,0.6215220643053663,0.056084781336431515
ENSG00000173530.5,TNFRSF10D,84.02767948254056,0.7415583331881532,0.0683362803001523,1.65522170378892e-28,3.321478218936433e-26,0.7531469484589562,0.06800305089795852
ENSG00000121966.6,CXCR4,93.77221570718609,0.7603423694300554,0.07043719820284843,2.132062474690186e-28,4.232824457730665e-26,0.7733764306666912,0.06997301940775331
ENSG00000169871.12,TRIM56,782.2377334058808,0.5989294184936272,0.055639982370895805,2.561270901772623e-28,5.031414480934809e-26,0.6081429043470239,0.05510527117809462
ENSG00000106624.8,AEBP1,888.1523385170228,0.6851147737030499,0.06348619817759257,3.0826313655653865e-28,5.992506931685547e-26,0.6957833920968028,0.0631419398598611
ENSG00000136451.8,VEZF1,655.5876431959971,0.3043400432212482,0.02802379827001898,3.426919842366243e-28,6.593111144148333e-26,0.3080083925761735,0.027975791084482334
ENSG00000164889.12,SLC4A2,306.5726668794867,0.48034726662967936,0.04466498598647495,3.596791900129944e-28,6.849319432676022e-26,0.48732526493755773,0.04428032125837891
ENSG00000136048.13,DRAM1,68.20709106603893,0.399795961651445,0.03712899720169794,4.440953630823639e-28,8.371421884689974e-26,0.4063500991860973,0.036986509810147554
ENSG00000175215.9,CTDSP2,1671.5442306751759,0.4091249314900684,0.037976008196427956,4.590085999207635e-28,8.566018491721288e-26,0.414843758469682,0.03776986699679276
ENSG00000183615.5,FAM167B,20.945311230663716,0.8758437083199155,0.08144424987613201,4.8303037498895775e-28,8.87227229379855e-26,0.8835938690335643,0.0804814548756656
ENSG00000140798.15,ABCC12,60.93076338768061,-0.5475863430270266,0.05117205295826664,4.849275393674054e-28,8.87227229379855e-26,-0.5556945500137397,0.0506166352610875
ENSG00000082781.11,ITGB5,566.1206893479002,0.4442964143968557,0.042456118983477245,5.04763002216638e-28,9.145521502297959e-26,0.46125638662124585,0.04202840012302463
ENSG00000162889.10,MAPKAPK2,530.3352110412682,0.48718463208699564,0.04489930255246757,5.113551110088486e-28,9.175874116968396e-26,0.4885889249513567,0.04452362275609637
ENSG00000134769.21,DTNA,7094.080636147322,0.40395787742884454,0.03742525530075673,5.605790337317778e-28,9.963358026192797e-26,0.4095492431993715,0.03734926133595943
ENSG00000182674.5,KCNB2,151.51202418835527,-0.47109678182786263,0.04408156915983357,5.812289232921328e-28,1.0232919024979039e-25,-0.47812136819147744,0.04361578359756609
ENSG00000203952.9,CCDC160,31.107604013744783,0.47376182629943386,0.044083018598791456,6.012190639541043e-28,1.048593473973037e-25,0.48041514016510956,0.04383726599762576
ENSG00000109320.11,NFKB1,345.36177259059787,0.22058803557928183,0.021523585317918353,7.329837190572529e-28,1.2665687189857828e-25,0.23538991315791113,0.021514265997135282
ENSG00000179348.11,GATA2,84.41417395807589,0.7153818510078038,0.06833820116419954,8.060152130261585e-28,1.379986780320566e-25,0.7272383192116748,0.06652080210000128
ENSG00000162618.12,ADGRL4,165.05959147207,0.5505656759231039,0.05194148314037742,8.581904694043244e-28,1.4559591400021365e-25,0.5638610200150748,0.051603477327714344
ENSG00000170899.10,GSTA4,656.0542841149372,-0.3404159699524888,0.031458995621869094,8.908346476381905e-28,1.4977257832634154e-25,-0.3414092581930804,0.031254813876731846
ENSG00000196154.11,S100A4,45.300901554826495,0.8001075951684603,0.07474947307886406,9.79678632702577e-28,1.632389521740669e-25,0.8122324292621441,0.07441584200767905
ENSG00000111863.12,ADTRP,55.36331866738972,-0.546645424281213,0.05098114231732403,1.1414852697260183e-27,1.8851679737722968e-25,-0.5540700754310167,0.050828015741005504
ENSG00000163513.17,TGFBR2,436.888222476035,0.5061432449728639,0.047354748860596395,1.1939117395865244e-27,1.954454463523133e-25,0.5159235654415935,0.047346366542620935
ENSG00000181544.13,FANCB,171.4194613381565,0.4638903915343103,0.043574082863878524,1.2043897390052192e-27,1.9544627225491655e-25,0.47079756396564,0.04320830167554001
ENSG00000198740.8,ZNF652,1186.547612390294,0.34923877827607175,0.03255597709822031,1.2600558852948064e-27,2.0271692182216964e-25,0.3538589093386603,0.03248830916009467
ENSG00000143127.12,ITGA10,152.78565825303417,0.5636231536104531,0.05267751150054939,1.3218805832045322e-27,2.1084560208344426e-25,0.5733565118661048,0.052661800284595384
ENSG00000103241.6,FOXF1,66.7064185033105,0.7537061194429857,0.07200633632179086,1.480719508820409e-27,2.3417955486107182e-25,0.766327615929576,0.07045277950528733
ENSG00000214595.11,EML6,840.5830571962872,-0.2601425827439109,0.02420156987905361,1.5638230253796106e-27,2.4320054416361914e-25,-0.26306184765414325,0.02419582305592996
ENSG00000101096.19,NFATC2,117.3252965982516,0.4910876628110756,0.046261810200093845,1.561831520077213e-27,2.4320054416361914e-25,0.5010546166481248,0.04608535726122775
ENSG00000088836.12,SLC4A11,79.28664710592713,0.6175729083032939,0.058324553457762475,1.6293190807079518e-27,2.5129217094356853e-25,0.6278354820621479,0.05776675070221508
ENSG00000185591.9,SP1,778.7376032411871,0.2812255914242114,0.025782139738511758,1.796792264752047e-27,2.7485030528526804e-25,0.2797554211380093,0.02576129185760654
ENSG00000057252.12,SOAT1,404.8509838917775,0.23693791215922888,0.0219231926180558,1.8496997570078816e-27,2.8064306394537466e-25,0.23840667993738932,0.021959050646855244
ENSG00000115461.4,IGFBP5,1422.382466112444,0.4196129238343724,0.03913600234164286,2.0388784135809e-27,3.0685120124392546e-25,0.4262774890390554,0.03929557427705075
ENSG00000171940.13,ZNF217,137.89506679248177,0.4427514766734744,0.0416407528364345,2.0621473817094535e-27,3.0787035549969456e-25,0.4497083290086323,0.041459466472943754
ENSG00000100246.12,DNAL4,306.9060646494407,-0.33981316444151244,0.03128627004181914,2.2087940365912687e-27,3.2714693897512902e-25,-0.3375765303986091,0.031139859409854455
ENSG00000198624.12,CCDC69,232.2466722751135,0.39216763149220446,0.03689311120873127,2.31701268341127e-27,3.4047315510095373e-25,0.3971389055425051,0.036649006251507035
ENSG00000188783.5,PRELP,540.6669887622444,0.6766263244877267,0.06417513021118096,2.3684377380740227e-27,3.4531082084326104e-25,0.6891959596399283,0.06361258147806215
ENSG00000184305.14,CCSER1,512.5279130167123,-0.32321872438067634,0.03006400019929203,2.5508936280213635e-27,3.6902927818709057e-25,-0.32385700987164906,0.029910664739034677
ENSG00000117318.8,ID3,477.8721251944164,0.5514110908011902,0.052272579712554966,2.60165637767615e-27,3.734777793860947e-25,0.5629464191799414,0.05200106334583452
ENSG00000109787.12,KLF3,583.153126160002,0.30992258643463017,0.029246854745785117,2.843987573813716e-27,4.020795159281179e-25,0.3153891539083651,0.029155429536045514
ENSG00000170153.10,RNF150,791.1261848576787,-0.26817123472299786,0.02553228063889111,2.832340104497254e-27,4.020795159281179e-25,-0.27513792974383516,0.025433612593480412
ENSG00000125753.13,VASP,229.62759996535073,0.4570764865852757,0.0427816946252685,3.1336235623699543e-27,4.396968640672788e-25,0.46033880668914373,0.0425899866804192
ENSG00000021300.13,PLEKHB1,6813.438578709543,0.4559946681899086,0.04335759179153895,3.4896808101299736e-27,4.860031587958625e-25,0.4629068820090276,0.042866758659372936
ENSG00000204301.6,NOTCH4,493.9604551836092,0.5744522858074527,0.055064914223447725,4.7305968137906856e-27,6.539436869552724e-25,0.583785711688781,0.054200956973985005
ENSG00000186094.16,AGBL4,264.2476738871415,-0.3361279405266576,0.03168819492017224,5.16006328503143e-27,7.08066919303357e-25,-0.34061587703955065,0.03164763018023766
ENSG00000149564.11,ESAM,330.75015782010337,0.5870438473812146,0.056171449617604674,5.512306948668064e-27,7.508808195331636e-25,0.5939912171408794,0.05522070657818305
ENSG00000135917.13,SLC19A3,115.54521279657665,0.5093576397616741,0.048639683760811,5.710418241358083e-27,7.666750015843492e-25,0.5189337449528334,0.04825755353264988
ENSG00000141646.13,SMAD4,1147.1874031781936,0.23179207215092656,0.021667164764457948,5.6817351492257535e-27,7.666750015843492e-25,0.23366672699964225,0.0217285883318392
ENSG00000110446.9,SLC15A3,101.71634020062908,0.49062268555739613,0.04666086664197741,5.86020113428794e-27,7.8116481120058245e-25,0.4986208138334671,0.04637887760158165
ENSG00000173039.18,RELA,534.8448239296372,0.38305103625106446,0.036423284143313764,6.618852892906111e-27,8.71019109238083e-25,0.39003998887129065,0.03631725313973261
ENSG00000076067.11,RBMS2,491.01062249588534,0.50379023039586,0.0485816173380107,6.627623701200716e-27,8.71019109238083e-25,0.5158186416787294,0.04802925335250072
ENSG00000261371.5,PECAM1,886.2143357760738,0.6044512826967432,0.05774901360771074,7.319047940202959e-27,9.551613472732001e-25,0.614260101854538,0.057244255552247734
ENSG00000187800.13,PEAR1,115.31849968643957,0.6695419228750168,0.06522298507981086,7.80921491692806e-27,1.0120525609702184e-24,0.6841295734568387,0.06379116501723417
ENSG00000157978.11,LDLRAP1,263.24456039466855,0.4495501545511493,0.04275592305187913,8.641468278452569e-27,1.1121867656033228e-24,0.45634572414880037,0.04258882196501023
ENSG00000159658.10,EFCAB14,1728.7713712822506,0.30870362190683487,0.029327811408734653,9.353281447056848e-27,1.1955543723628418e-24,0.312695632323877,0.029202533081440312
ENSG00000089169.14,RPH3A,2325.0182047005565,-0.4847361961369351,0.046793707934275244,9.662842395932861e-27,1.226720848931286e-24,-0.4924753929984665,0.046005055815689096
ENSG00000170653.18,ATF7,314.6279313021574,0.3139255960459989,0.030078168993524723,9.752922463894628e-27,1.2297908041973077e-24,0.32183371025096347,0.03006681524866221
ENSG00000001617.11,SEMA3F,174.5689467323026,0.6319501574335916,0.06106471803922458,1.0379470517927351e-26,1.3000112671514109e-24,0.6464618209474129,0.060427260035342975
ENSG00000168743.12,NPNT,113.06303637966481,0.5030328005148861,0.04723843071827854,1.1061181080283087e-26,1.3761584088016198e-24,0.5074805029470322,0.04746230638321159
ENSG00000180044.4,C3orf80,183.74782875203587,-0.5446234663503032,0.05234232143687892,1.1255519002936698e-26,1.3910628849854612e-24,-0.5502421668455465,0.05146938201412942
ENSG00000196411.9,EPHB4,112.97611486818077,0.5797014504566327,0.05596219512960199,1.2408929281737543e-26,1.5235226201038555e-24,0.5892711797920441,0.05516684464511621
ENSG00000184014.7,DENND5A,2499.862675071314,0.21112566149078585,0.020701796352379565,1.2575857308202313e-26,1.5339258110174611e-24,0.22045516759051298,0.020641139116988595
ENSG00000109832.12,DDX25,488.36563227794255,-0.3013797337998658,0.02852899385972623,1.3511593921712034e-26,1.6373595179674674e-24,-0.3033689118363207,0.028422058384436073
ENSG00000071054.16,MAP4K4,6322.251048248769,0.4929623290312138,0.047390772240837396,1.3917070863900983e-26,1.6756153320136784e-24,0.5007610814299861,0.046927433168425355
ENSG00000147113.16,CXorf36,240.41132122658237,0.4951579192528526,0.04758515376803631,1.6907517240359526e-26,2.022615940638394e-24,0.5029925869032033,0.047216637831633906
ENSG00000115282.19,TTC31,169.04817455089898,0.3132517434278117,0.03038828553655243,1.896962313900246e-26,2.2548478154144198e-24,0.32271351142241167,0.03032408342840897
ENSG00000169604.19,ANTXR1,694.0736188532143,0.45291195736102086,0.04315149780607405,1.9282306429784202e-26,2.2775088771685622e-24,0.45735149753496523,0.042981622084218636
ENSG00000177807.6,KCNJ10,2336.5207655264744,0.47426492514206764,0.04590888210612489,1.9545664041683133e-26,2.294095486452142e-24,0.48359651797564235,0.045453512866899345
ENSG00000147421.17,HMBOX1,1078.0348883133822,0.2867704353732245,0.027324119171134927,2.0871777416347652e-26,2.434431938399249e-24,0.29034407250618555,0.027305308099961866
ENSG00000162909.17,CAPN2,1705.6250741981871,0.3138513872730066,0.029486496746772808,2.2352051615609025e-26,2.5908943307484203e-24,0.31302571240627586,0.029456097446592357
ENSG00000120162.9,MOB3B,441.88809769438217,0.3269988611636074,0.03169968609999604,2.3836124997920076e-26,2.745862745130768e-24,0.33564519097302403,0.03160245673940812
ENSG00000011426.10,ANLN,1788.2545840728087,0.5229966244780475,0.049851364591439955,2.4221321940422552e-26,2.7731184665777036e-24,0.5259838206114509,0.049530646557865717
ENSG00000053702.14,NRIP2,228.80942695740862,0.3520075778130654,0.032906165947796655,2.47682669458361e-26,2.8184475472145936e-24,0.3485601905662914,0.03282952998781209
ENSG00000101187.15,SLCO4A1,618.6057259250972,0.7446224893643727,0.07190713085420825,2.609492579621986e-26,2.9514151830851822e-24,0.7573549826432393,0.07136507754099235
